,Link,Cập nhật ngày,Tên tòa nhà,Địa chỉ,Đường,Phường,Quận,Tỉnh,Số tầng,Diện tích cho thuê,Giá thuê,Phí quản lý,Phí gửi xe máy,Phí gửi ô tô,Tiền điện,Phí ngoài giờ,Thời gian thiết kế văn phòng,Thời gian thuê,Đặt cọc,Thanh toán
1767,https://vlook.vn/van-phong-cho-thue/wecons-building-nguyen-cong-tru-quan-1/,01/03/2021,WECONS BUILDING,"Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1",Nguyễn Công Trứ,Phường Nguyễn Thái Bình,Quận 1,HCM,1 Hầm – 1 Trệt – 5 Tầng – 1 Thang máy,45 – 50 – 90 – 135 m2,7.88$ /m2,2$ /m2,9$ /tháng,Thỏa thuận,Miễn phí,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1768,https://vlook.vn/van-phong-cho-thue/the-address-nguyen-trai-quan-5/,28/01/2021,THE ADDRESS NGUYỄN TRÃI,"Nguyễn Trãi, Phường 8, Quận 5",Nguyễn Trãi,Phường 8,Quận 5,HCM,1 Hầm – 1 Trệt – 9 Tầng – 2 Thang máy,80 – 160 – 320 – 640 m2,29$ /m2,5.5$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  3  năm,3  tháng,Theo quý
1769,https://vlook.vn/van-phong-cho-thue/thanh-phat-building-cho-thue-van-phong-quan-go-vap/,02/02/2021,THÀNH PHÁT BUILDING,"Lê Quang Định, Phường 1, Quận Gò Vấp",Lê Quang Định,Phường 1,Quận Gò Vấp,HCM,1 Hầm – 1 Trệt – 7 Tầng – 1 Thang máy,55 – 55 – 90 m2.,9$ /m2,2$ /m2,3$ /tháng,40$ /tháng,Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1770,https://vlook.vn/van-phong-cho-thue/v-smart-office-van-kiep-quan-binh-thanh/,23/12/2020,V SMART OFFICE VẠN KIẾP,"Vạn Kiếp, Phường 3, Quận Bình Thạnh",Vạn Kiếp,Phường 3,Quận Bình Thạnh,HCM,1 Trệt – 1 Lửng – 5 Tầng – 1 Thang Máy,43 – 67 – 94 – 115 m2,9$ /m2,2$ /m2,5$ /tháng,50$ /tháng,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1771,https://vlook.vn/van-phong-cho-thue/realux-building-tran-huy-lieu-quan-phu-nhuan/,23/12/2020,REALUX BUILDING,"Trần Huy Liệu, Phường 12, Quận Phú Nhuận",Trần Huy Liệu,Phường 12,Quận Phú Nhuận,HCM,1 Trệt – 7 Tầng – 1 Thang máy,25 – 35 – 60 – 120 m2,12$ /m2,2$ /m2,150.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1772,https://vlook.vn/van-phong-cho-thue/trung-nam-building-cho-thue-van-phong-quan-10/,19/01/2021,TRUNG NAM BUILDING,"Thành Thái, Phường 12, Quận 10",Thành Thái,Phường 12,Quận 10,HCM,1 Hầm – 1 Trệt – 11 Tầng – 2 Thang máy,34 – 100 – 177 m2,8$ /m2,2$ /m2,5$/ tháng,60$ /tháng,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 1 năm,3 tháng,Theo tháng
1773,https://vlook.vn/van-phong-cho-thue/vissai-sg-building-van-phong-cho-thue-quan-phu-nhuan/,23/12/2020,VISSAI SG BUILDING,"Nguyễn Văn Trỗi, Phường 8, Quận Phú Nhuận",Nguyễn Văn Trỗi,Phường 8,Quận Phú Nhuận,HCM,2 hầm – 1 Trệt – 13 tầng – 3 thang máy,50 – 100 – 150 –> 500 m2,17$ /m2,4$ /m2,6$ /tháng,60$ /tháng,Có đồng hồ riêng. Điện máy lạnh được cung cấp miễn phí trong giờ hành chính,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1774,https://vlook.vn/van-phong-cho-thue/thanh-binh-building-pho-quang-quan-tan-binh/,23/12/2020,THANH BÌNH BUILDING,"Phổ Quang, Phường 2, Quận Tân Bình",Phổ Quang,Phường 2,Quận Tân Bình,HCM,1 Hầm – 1 Trệt – 1 Lửng – 6 Tầng – 1 Thang máy,75 – 90 – 93 m2,9$ /m2,2$ /m2,150.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1775,https://vlook.vn/van-phong-cho-thue/vi-building-nguyen-chi-thanh-quan-5/,28/01/2021,VI BUILDING NGUYỄN CHÍ THANH,"Nguyễn Chí Thanh, Phường 9, Quận 5",Nguyễn Chí Thanh,Phường 9,Quận 5,HCM,1 Hầm – 1 Trệt – 1 Lửng – 9 Tầng – 2 Thang máy,30 – 40 – 50 – 60 – 80 – 90 – 100 – 220 m2,13$ /m2,2$ /m2,200.000đ /tháng,1.200.000đ /tháng,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1776,https://vlook.vn/van-phong-cho-thue/vtc-building-van-phong-cho-thue-quan-tan-binh/,13/01/2021,VTC BUILDING,"Cộng Hòa, Phường 4, Quận Tân Bình",Cộng Hòa,Phường 4,Quận Tân Bình,HCM,1 Hầm – 1 Trệt – 6 Tầng – 1 Lửng – 2 Thang máy,50 – 100 – 260 – 310 m2,8$ /m2,2$ /m2,Miễn phí 30 chiếc,Miễn phí 1 ô tô,Có đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1777,https://vlook.vn/van-phong-cho-thue/saigon-software-park-truong-dinh-quan-3/,23/02/2021,SAIGON SOFTWARE PARK,"Trương Định, Phường 7, Quận 3",Trương Định,Phường 7,Quận 3,HCM,1 Trệt – 5 Tầng – 3 Thang máy,12 – 39 – 45 – 66 – 100 – 300 – 500 – 1.000 m2,13$ /m2,3$ /m2,Miễn phí,1.500.000đ /tháng,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  1  năm,3  tháng,Theo tháng
1778,https://vlook.vn/van-phong-cho-thue/vivco-house-nguyen-van-thu-quan-1/,01/03/2021,VIVCO HOUSE,"Nguyễn Văn Thủ, Phường Đa Kao, Quận 1",Nguyễn Văn Thủ,Phường Đa Kao,Quận 1,HCM,1 Trệt – 1 Lửng – 5 Tầng – 1 Sân thượng – 1 Thang máy,70 – 80 – 150 m2,15.5$ /m2,3$ /m2,150.000đ /tháng,Thỏa thuận,Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1779,https://vlook.vn/van-phong-cho-thue/summer-square-tan-hoa-dong-quan-6/,19/01/2021,SUMMER SQUARE,"Tân Hòa Đông, Phường 14, Quận 6",Tân Hòa Đông,Phường 14,Quận 6,HCM,2 Block – 1 Hầm – 1 Trệt – 2 Tầng thương mại – 18 Tầng – 4 Thang máy,80 – 200 – 400 – 900 – 1.000 m2,15$ /m2,0$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  3  năm,3  tháng,Theo tháng hoặc theo quý
1780,https://vlook.vn/van-phong-cho-thue/thanh-dung-tower-cho-thue-van-phong-quan-1/,25/02/2021,THANH DUNG TOWER,"Nguyễn Cư Trinh, Phường Nguyễn Cư Trinh, Quận 1",Nguyễn Cư Trinh,Phường Nguyễn Cư Trinh,Quận 1,HCM,2 hầm – 1 trệt – 9 tầng,60 – 100 – 200 – 350 m2,15$ /m2,3$ /m2,8$/ tháng,140$ /tháng,Theo giá nhà nước,Miễn phí,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 2 năm,3 tháng,Theo tháng hoặc theo quý
1781,https://vlook.vn/van-phong-cho-thue/win-home-nguyen-van-dau-quan-phu-nhuan/,23/12/2020,WIN HOME NGUYỄN VĂN ĐẬU,"Nguyễn Văn Đậu, Phường 5, Quận Phú Nhuận",Nguyễn Văn Đậu,Phường 5,Quận Phú Nhuận,HCM,1 Trệt – 5 Tầng – 1 Thang máy,20 – 50 – 100 – 150 – 175 – 220 – 350 – 400 – 700 m2,11$ /m2,0$ /m2,150.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Đơn giá 4.000đ /kWh,30.000 - 50.000đ /giờ,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1782,https://vlook.vn/van-phong-cho-thue/v-i-e-building-dien-bien-phu-quan-10/,19/01/2021,V.I.E BUILDING,"Điện Biên Phủ, Phường 11, Quận 10",Điện Biên Phủ,Phường 11,Quận 10,HCM,1 Hầm – 1 Trệt – 6 Tầng – 1 Thang máy,47 – 112 m2,8$ /m2,0$ /m2,200.000đ /tháng (Miễn phí 5 xe đầu),Đậu bãi gần tòa nhà,Đồng hồ riêng. Theo giá nhà nước,Miễn phí (đến 21h),"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1783,https://vlook.vn/van-phong-cho-thue/sbi-building-duong-so-3-quan-12/,15/01/2021,SBI BUILDING,"Đường số 3, Phường Tân Chánh Hiệp, Quận 12",Đường Số 3,Phường Tân Chánh Hiệp,Quận 12,HCM,1 Trệt – 4 Tầng – 2 Thang máy,27 – 46 – 53 – 76 – 103 – 500 m2,11$ /m2,4$ /m2,80.000đ /tháng,1.000.000đ /tháng,Đồng hồ riêng. Đơn giá 1.965đ/Kwh,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1784,https://vlook.vn/van-phong-cho-thue/tien-loc-building-cho-thue-van-phong-quan-5/,28/01/2021,TIẾN LỘC BUILDING,"An Dương Vương, Phường 8, Quận 5",An Dương Vương,Phường 8,Quận 5,HCM,1 Hầm – 1 Trệt – 6 Tầng – 1 Thang máy,48 – 100 – 110 m2,11.6$ /m2,0$  /m2,120.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,15.000đ /giờ,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng
1785,https://vlook.vn/van-phong-cho-thue/scetpa-building-van-phong-cho-thue-quan-tan-binh/,13/01/2021,SCETPA BUILDING,"Cộng Hòa, Phường 12, Quận Tân Bình",Cộng Hòa,Phường 12,Quận Tân Bình,HCM,1 Trệt – 10 Tầng – 3 Thang máy,50 – 100 – 200 – 500 – 1.000 m2,17$ /m2,0$ /m2,120.000đ/ tháng,1.200.000đ /tháng,Đồng hồ riêng. Miễn phí điện lạnh trong giờ hành chính,414đ /m2 /h,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 2 năm,3 tháng,Theo quý
1786,https://vlook.vn/van-phong-cho-thue/win-home-pham-ngoc-thach-quan-3/,24/02/2021,WIN HOME PHẠM NGỌC THẠCH,"Phạm Ngọc Thạch, Phường 6, Quận 3",Phạm Ngọc Thạch,Phường 6,Quận 3,HCM,1 Hầm – 1 Trệt – 1 Lửng – 8 Tầng – 1 Thang máy,56 – 112 – 168 – 224 m2,10$ /m2,1$ /m2,200.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Đơn giá 4.000đ /Kwh,30.000 - 50.000đ /giờ,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1787,https://vlook.vn/van-phong-cho-thue/richcom-building-van-phong-cho-thue-quan-tan-binh/,23/12/2020,RICHCOM BUILDING,"Huỳnh Lan Khanh, Phường 2, Quận Tân Bình",Huỳnh Lan Khanh,Phường 2,Quận Tân Bình,HCM,1 Trệt – 4 Tầng,40 – 60 – 120 m2,9.4$ /m2,0$ /m2,6$ /tháng,40$ /tháng,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1788,https://vlook.vn/van-phong-cho-thue/thanh-nhut-building-van-phong-cho-thue-quan-binh-thanh/,23/12/2020,THANH NHỰT BUILDING,"Trường Sa, Phường 1, Quận Bình Thạnh",Trường Sa,Phường 1,Quận Bình Thạnh,HCM,1 Hầm – 1 Trệt – 8 Tầng – 1 Thang máy,20 – 35 – 40 – 60 m2,12$ /m2,2$ /m2,6$/ tháng,60$ /tháng,Theo giá nhà nước,Miễn phí,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 2 năm,3 tháng,Theo tháng hoặc theo quý
1789,https://vlook.vn/van-phong-cho-thue/tan-ky-nguyen-building-cho-thue-van-phong-quan-5/,28/01/2021,TÂN KỶ NGUYÊN BUILDING,"Tản Đà, Phường 10, Quận 5",Tản Đà,Phường 10,Quận 5,HCM,1 Hầm – 1 Trệt – 6 Tầng – 1 Sân thượng – 1 Thang máy,40 – 60 – 80 – 100 m2,8$ /m2,2$  /m2,150.000đ  /tháng,1.500.000đ  /tháng,Đồng hồ riêng. Đơn giá 3.500đ /Kwh,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  1  năm,3  tháng,Theo tháng
1790,https://vlook.vn/van-phong-cho-thue/service-center-cho-thue-van-phong-quan-10/,19/01/2021,SERVICE CENTER,"Nguyễn Chí Thanh, Phường 3, Quận 10",Nguyễn Chí Thanh,Phường 3,Quận 10,HCM,1 Trệt – 7 Tầng – 1 Thang máy,80 - 90 - 150 - 230 m2,11.5$ /m2,0$ /m2,Thỏa thuận,Thỏa thuận,Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1791,https://vlook.vn/van-phong-cho-thue/quynh-nhu-building-dien-bien-phu-quan-1/,25/02/2021,QUỲNH NHƯ BUILDING,"Điện Biên Phủ, Phường Đa Kao, Quận 1",Điện Biên Phủ,Phường Đa Kao,Quận 1,HCM,1 Trệt – 1 Lửng – 5 Tầng – 1 Thang máy,22 – 35 – 65 – 85 – 150 m2,9$ /m2,2$ /m2,100.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1792,https://vlook.vn/van-phong-cho-thue/the-prime-building-van-phong-cho-thue-quan-phu-nhuan/,23/12/2020,THE PRIME BUILDING,"Hoàng Văn Thụ, Phường 15, Quận Phú Nhuận",Hoàng Văn Thụ,Phường 15,Quận Phú Nhuận,HCM,1 Hầm – 1 Trệt – 7 Tầng – 1 Thang máy,34 – 71m2,14$ /m2,2$ /m2,6$/ tháng,60$ /tháng,Theo giá nhà nước,Miễn phí,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 2 năm,3 tháng,Theo tháng hoặc theo quý
1793,https://vlook.vn/van-phong-cho-thue/river-garden-nguyen-van-huong-quan-2/,22/02/2021,RIVER GARDEN,"Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2",Nguyễn Văn Hưởng,Phường Thảo Điền,Quận 2,HCM,2 Hầm – 1 Trệt – 2 Tầng thương mại – 15 Tầng cao – 4 Thang máy,100 – 200 – 500 – 1.000 – 2.585 – 4.000 m2,17$ /m2,2$ /m2,120.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1794,https://vlook.vn/van-phong-cho-thue/quynh-building-to-hien-thanh-quan-10/,19/01/2021,QUỲNH BUILDING,"Tô Hiến Thành, Phường 14, Quận 10",Tô Hiến Thành,Phường 14,Quận 10,HCM,1 Trệt – 4 Tầng – 1 Thang máy,128 m2,8$ /m2,0.5$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1795,https://vlook.vn/van-phong-cho-thue/van-phong-phuong-nam-nguyen-phi-khanh-quan-1/,01/03/2021,VĂN PHÒNG PHƯƠNG NAM,"Nguyễn Phi Khanh, Phường Tân Định, Quận 1",Nguyễn Phi Khanh,Phường Tân Định,Quận 1,HCM,1 Hầm – 1 Trệt – 1 Lửng – 5 Tầng – 1 Thang máy,27 – 35 – 76 – 120 – 360 m2,12$ /m2,3$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1796,https://vlook.vn/van-phong-cho-thue/saigonres-building-van-phong-gia-re-quan-binh-thanh/,27/12/2020,SAIGONRES BUILDING,"Điện Biên Phủ, Phường 15, Quận Bình Thạnh",Điện Biên Phủ,Phường 15,Quận Bình Thạnh,HCM,1 Hầm – 1 Trệt – 6 Tầng,45 – 110 – 145 m2,10$ /m2,2$ /m2,6$/ tháng,60$ /tháng,Theo giá nhà nước,Thỏa thuận,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 2 năm,3 tháng,Theo tháng hoặc theo quý
1797,https://vlook.vn/van-phong-cho-thue/vietmap-building-tran-nhan-ton-quan-5/,28/01/2021,VIETMAP BUILDING,"Trần Nhân Tôn, Phường 9, Quận 5",Trần Nhân Tôn,Phường 9,Quận 5,HCM,1 Hầm – 1 Trệt – 1 Lửng – 5 Tầng – 1 Thang máy,55 – 65 – 120 – 240 – 360 m2,10$ /m2,1$ /m2,100.000đ /tháng,1.200.000đ /tháng,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1798,https://vlook.vn/van-phong-cho-thue/y-ban-office-building-thach-thi-thanh-quan-1/,01/03/2021,Ý BẢN OFFICE BUILDING,"Thạch Thị Thanh, Phường Tân Định, Quận 1",Thạch Thị Thanh,Phường Tân Định,Quận 1,HCM,1 Hầm – 1 Trệt – 1 Lửng – 6 Tầng – 1 Thang máy,50 – 70 – 107 – 126 m2,15$ /m2,2$ /m2,100.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,100.000đ /giờ (sau 19h),"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng
1799,https://vlook.vn/van-phong-cho-thue/toa-nha-ca-ignite-phan-xich-long-quan-phu-nhuan/,23/12/2020,TÒA NHÀ CA IGNITE,"Phan Xích Long, Phường 2, Quận Phú Nhuận",Phan Xích Long,Phường 2,Quận Phú Nhuận,HCM,1 Hầm – 1 Trệt – 1 Lửng – 6 Tầng – 2 Thang máy,87 – 135 – 220 – 340 – 670 m2,16$ /m2,3$ /m2,150.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1800,https://vlook.vn/van-phong-cho-thue/tien-giang-building-quan-tan-binh/,23/12/2020,TIỀN GIANG BUILDING,"Tiền Giang, Phường 2, Quận Tân Bình",Tiền Giang,Phường 2,Quận Tân Bình,HCM,1 Trệt – 3 Tầng – 1 Thang bộ,90 – 180 – 270 m2,5$ /m2,0$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1801,https://vlook.vn/van-phong-cho-thue/todd-realty-xa-lo-ha-noi-quan-2/,29/01/2021,TODD REALTY,"Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2",Xa Lộ Hà Nội,Phường Thảo Điền,Quận 2,HCM,2 Hầm – 1 Trệt – 15 Tầng – 2 Thang máy,116 – 147 – 252 – 264 – 377 – 385 m2,18$ /m2,4$ /m2,Miễn phí,1.200.000đ /tháng,Đồng hồ riêng. Đơn giá 3.500đ/Kwh,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo quý
1802,https://vlook.vn/van-phong-cho-thue/ree-tower-van-phong-cho-thue-quan-4/,27/01/2021,REE TOWER,"Đoàn Văn Bơ, Phường 12, Quận 4",Đoàn Văn Bơ,Phường 12,Quận 4,HCM,3 Hầm – 1 Trệt – 20 Tầng – 1 Lửng – 6 Thang máy,110 – 235 – 352 – 450 m2,15$ /m2,6$ /m2,6$ /tháng,60$ /tháng,Đồng hồ riêng. Miễn phí điều hòa trong giờ hành chính,Thỏa thuận,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 2 năm,3 tháng,Theo quý
1803,https://vlook.vn/van-phong-cho-thue/sohude-tower-nguyen-huu-canh-quan-binh-thanh/,23/12/2020,SOHUDE TOWER NGUYỄN HỮU CẢNH,"Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh",Nguyễn Hữu Cảnh,Phường 22,Quận Bình Thạnh,HCM,1 Trệt – 1 Lửng – 7 Tầng – 1 Thang máy,137 – 274 – 411 – 548 – 1.000 m2,20$ /m2,2.5$ /m2,180.000đ /tháng,Thỏa thuận,Đồng hồ riêng. Đơn giá 4.000đ /Kwh,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo quý
1804,https://vlook.vn/van-phong-cho-thue/trung-thuy-building-cho-thue-van-phong-quan-1/,26/02/2021,TRUNG THỦY BUILDING,"Nguyễn Huệ, Phường Bến Nghé, Quận 1",Nguyễn Huệ,Phường Bến Nghé,Quận 1,HCM,1 Hầm – 1 Trệt – 7 tầng – 1 thang máy,40 – 67 – 80 – 150 m2,22$ /m2,5$ /m2,6$ /tháng,60$ /tháng,Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1805,https://vlook.vn/van-phong-cho-thue/tkt-building-cho-thue-van-phong-quan-1/,26/02/2021,TKT BUILDING,"Trần Hưng Đạo, Phường Cầu Kho, Quận 1",Trần Hưng Đạo,Phường Cầu Kho,Quận 1,HCM,1 hầm – 1 trệt – 11 tầng – 1 thang máy,60 – 100 – 155 m2,14.3$ /m2,3$ /m2,130.000đ/ tháng,Thảo thuận,Theo giá nhà nước,Miễn phí,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 2 năm,3 tháng,Theo tháng hoặc theo quý
1806,https://vlook.vn/van-phong-cho-thue/tp-office-bach-dang-quan-binh-thanh/,23/12/2020,TP-Office Bạch Đằng,"Bạch Đằng, Phường 15, Quận Bình Thạnh",Bạch Đằng,Phường 15,Quận Bình Thạnh,HCM,1 Trệt – 5 Tầng – 1 Thang máy,75 – 150 – 225 – 300 – 375 m2,12$ /m2,3$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1807,https://vlook.vn/van-phong-cho-thue/tga-office-building-dien-bien-phu-quan-1/,25/02/2021,TGA OFFICE BUILDING,"Điện Biên Phủ, Phường Đa Kao, Quận 1",Điện Biên Phủ,Phường Đa Kao,Quận 1,HCM,1 Trệt – 3 Tầng – 1 Thang bộ,15 – 20 – 25 – 30 – 50 m2,12.5$ /m2,3$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Miễn phí điều hòa trong giờ làm việc,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1808,https://vlook.vn/van-phong-cho-thue/the-chateau-cho-thue-van-phong-quan-go-vap/,02/02/2021,THE CHATEAU,"Phan Văn Trị, Phường 7, Quận Gò Vấp",Phan Văn Trị,Phường 7,Quận Gò Vấp,HCM,1 Trệt – 4 Tầng,250 – 500 – 800 – 1.000 m2,16$ /m2,4$ /m2,6$ /tháng,80$ /tháng,Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1809,https://vlook.vn/van-phong-cho-thue/tan-dai-nam-building-van-phong-cho-thue-quan-phu-nhuan/,23/12/2020,TÂN ĐẠI NAM BUILDING,"Thích Quảng Đức, Phường 5, Quận Phú Nhuận",Thích Quảng Đức,Phường 5,Quận Phú Nhuận,HCM,1 Hầm – 1 Trệt – 7 Tầng – 1 Thang máy,30 – 50 – 100 m2,6$ /m2,2$ /m2,6$/ tháng,60$ /tháng,Theo giá nhà nước,Miễn phí,"Miễn phí từ 7-30 ngày, tùy diện tích",Tối thiểu 2 năm,3 tháng,Theo tháng hoặc theo quý
1810,https://vlook.vn/van-phong-cho-thue/topaz-city-cao-lo-quan-8/,15/01/2021,TOPAZ CITY,"Cao Lỗ, Phường 4, Quận 8",Cao Lỗ,Phường 4,Quận 8,HCM,2 Hầm – 1 Trệt – 26 Tầng – 6 Thang máy,22 – 31 – 45 – 52 – 1.000 m2,10$ /m2,1$ /m2,80.000đ /tháng,750.000đ /tháng,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  1  năm,3  tháng,Theo tháng
1811,https://vlook.vn/van-phong-cho-thue/saigon-khanh-nguyen-ham-nghi-quan-1/,25/02/2021,SAIGON KHÁNH NGUYÊN HÀM NGHI,"Hàm Nghi, Phường Nguyễn Thái Bình, Quận 1",Hàm Nghi,Phường Nguyễn Thái Bình,Quận 1,HCM,3 Hầm – 1 Trệt – 14 Tầng – 3 Thang máy,220 – 400 – 470 – 520 – 1.040 – 6.900 m2,23.5$ /m2,5$ /m2,Thỏa thuận,Thỏa thuận,Đồng hồ riêng. Theo giá nhà nước,Thỏa thuận,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
1812,https://vlook.vn/van-phong-cho-thue/toa-nha-3b-ly-tu-trong-quan-1/,26/02/2021,TÒA NHÀ 3B LÝ TỰ TRỌNG,"Lý Tự Trọng, Phường Bến Nghé, Quận 1",Lý Tự Trọng,Phường Bến Nghé,Quận 1,HCM,1 Hầm – 1 Trệt – 9 Tầng – 1 Thang máy,200 – 600 – 1.200 – 2.000 m2,10$ /m2,0$ /m2,Miễn phí,Miễn phí,Đồng hồ riêng. Theo giá nhà nước,Miễn phí,"Miễn phí từ  7-30  ngày, tùy diện tích",Tối thiểu  2  năm,3  tháng,Theo tháng hoặc theo quý
